sentence	label 
The piano which I disliked the boy's playing loudly was badly out of tune.	1
Frank Churchill crosses the street.	1
Who is Kim eager to recommend?	1
The knife, that he threw into the sea had a gold handle.	0
John loves pictures of himself.	1
The farm finally reached John after much litigation.	0
The cottage which did Mrs Dashwood accept was rather small.	0
Mary always prefers lemons to limes.	1
John is prouder of having gone than John expected me to believe that he wasn't.	0
The dumplings which Sasha is gobbling down faster than I can reheat are extremely tasty, if I do say so.	0
John knows that she left and whether she will come back.	1
The constant rain forced the abandonment of the next day's competitions.	1
Fanny loved talking to Mary.	1
John is no more reliable a fellow than Bill.	1
I taught them English for an entire year, but they don't seem to have learned.	1
Tom washed, and Dick waxed, and Harry polished the car.	1
The kennel which Mary made and Fido sleeps in has been stolen.	1
We yelled ourselves hoarse.	1
Heidi saw Peter's picture of her.	1
It is unreadable, guaranteed to give a headache to anyone who looks hard at the small print.	1
At least three girls saw anything.	0
No one believes that he is a fool.	1
Up what did he look?	1
He became fond of peanuts.	1
Beans I don't think you'll be able to convince me Harry has ever tasted in his life.	1
Carla shoveled the snow from under the bushes.	1
I'm surprised he bought a car.	1
What Henry found is Bill sad.	0
Mary has more enemies than Bill has friends.	1
Which student were you talking about?	1
The horse jumped the stream.	1
Bill floated down the river for hours.	1
The more people arrive, the louder it gets.	1
Which Greek authors does he have books by?	1
They can't do it, can he?	0
John believes that Mary saw himself.	0
Mary scratched John's arm too.	1
Pat is either asleep or at the office.	1
The rats ran through the maze.	1
Mary really appreciates and constantly praises herself and Sue knows it.	1
Chairman was elected Graham.	0
I gave myself the bucket of ice cream.	1
Wanda taught the students French.	1
The strong winds cleared the skies.	1
Ellen conferred Helen.	0
The boys will all be there.	1
The school awarded a few of the girls in Miss Kim's class scholarships.	1
Aphrodite misses Gilgamesh.	1
I said that Bonny should do some dances from the Middle East.	1
John kept behind the counter.	0
I saw Mary and him downtown yesterday, your friend from Boston.	1
Jack may be and Tony certainly is a werewolf.	1
Sketch by his students appeared in the magazine.	0
Tagalog is spoke in the Philippines.	0
The lute which Henry plays and sings madrigals is warped.	0
It is that Bill is honest that John believes.	0
Caesar put a gushing fountain by his palace.	1
Sarah smiled.	1
It is eager to please John.	0
The perception of the problem is quite thorough.	1
I gave the package to London.	0
The umpire fell off the deck.	1
The package weighed ten pounds.	1
Tony broke her arm.	1
Which boy and the girl embraced?	0
We wanted to ate cake	0
The poem that Homer wrote.	1
Jeff was dancing with Sylvia while Amy sat angrily at their table.	1
Ryan hit Andrew.	1
The man who I gave John a picture of was bald.	1
The children amused at the clown.	0
The ball rolled into the gutter.	1
It is not true that it was obvious that for Herschel to throw a fit would confuse the guards.	1
Mr Bingley became tired of Jane or Mr D'Arcy persuaded Mr.	1
Alison poked the needle through the cloth.	1
They pushed the prisoners into the truck.	1
John learned French immediately.	1
Who did you like and John?	0
This building is taller and taller.	0
I sent Louis a book.	1
I loved the policeman the baker intensely with all my heart.	0
I gave blood.	1
John talked to anybody who came up to him at the party.	1
John's mother sent a letter to Mary.	1
Fred tore the curtain in rolling up the wallpaper.	1
Bill dried the clothes.	1
Ann may spending her vacation in Italy.	0
I sent a surprise present to John.	1
Hardly was there any rain falling.	1
That was a rude remark and in very bad taste.	1
Jill embraced Sarah.	1
This window just opens itself.	1
Can I keep the screwdriver just like a carpenter keep the screwdriver?	1
Students study English for 4 hours a day.	1
He kicked herself	0
Are you studying English syntax?	1
The librarians likes books.	0
Fruit fell against the house.	0
I saw the student of physics with long hair.	1
Peter is pigs	0
The spoon ate the ice cream.	0
John gave the books to Mary and the records to Sue.	1
The man chased Fido returned.	0
My brother meets few Americans in Vienna.	1
The package carried to New York.	0
My red is refrigerator.	0
He has a rail pass that's right for you.	1
John thinks that most depictions of himself are wrong.	1
He, they let him go yesterday.	0
The trainer fed the steaks all to the lions.	1
Michelle kept the papers behind the desk.	1
Josh gave Clay carefully a book.	0
Ellen warned for Helen to come.	0
Every student read any book on giraffes he found.	1
The more pictures of himself appear in the news, the more likely John is to get arrested.	0
Which bed did Tom sleep on?	1
Mary gets depressed when she listens to the Grateful Dead.	1
This item belongs to the student.	1
He will can go	1
We rummaged the drawer for important documents.	0
Monkeys are eager leaving the compound.	0
The vase was smashed deliberately.	1
My eyes are itching.	1
A pilot must be flying this plane.	1
The men would not have all been working.	1
Day by day the facts are getting murkier.	1
Tom intends for Sam to review that book.	1
I have gone and buys some whiskey.	0
Jean wants Brian to leave.	1
Bill reading Shakespeare satisfied me	1
She made light, not too surprisingly, of the difficulties we might have at the border.	0
Strings have been pulled many times to get students into that university.	1
few information was provided.	0
Who did that Plato loved seem to be known by everyone.	0
I brought John a razor to shave himself with.	1
Which book by his father did he read?	1
Some student from Australia speaks Chinese.	1
Mary knows that John was elected.	1
John resembles Bill.	1
Susan hopes to sleep.	1
We believed him to be omnipotent	1
Keep myself clean!	0
The cat sauntered into the kitchen carrying a dead mouse.	1
Whether to win is a question Mary never considered.	1
Ellen and Helen argued.	1
The builders made the wall with concrete blocks.	1
John seems to have left.	1
John knew every language that we encountered on our trip.	1
The mixture funnels easily.	0
No doubt that he was forced to leave his family against his will.	1
Everyone hopes him to sleep.	0
This is a problem that you solve it and you'll be able to tell the folks up at corporate headquarters to buzz off.	0
The boys were made a good mother by Aunt Mary.	0
Paula spanked her right hand against the naughty child.	0
That Bill tried to discover which drawer Alice put the money in made us realize that we should have left him in Seoul.	1
John doesn't eat enough.	1
Julie felt hot	1
This girl in the red coat will put a picture of Bill on your desk it before tomorrow.	0
Lucy's Gomez's wallet	0
Phineas knows a girl who is jealous of Maxime.	1
Augusta blamed herself for what happened.	1
Has Bill eaten his tuna?	1
What does Calvin like.	1
I saw the one of physics.	0
Bill drank from the hose.	1
The man that chased Fido returned.	1
Paula spanked the naughty child on the back.	1
Bill did not defeat the gods but Gilgamesh did .	1
Did Medea poison Jason?	1
Kim beating his dog and alienates cats.	0
Our rabbit and the neighbor's cat like each other.	1
Helen sent a scarf to Jim for Margaret.	1
I didn't give Jack a picture of anybody.	1
It is tough to please John.	1
I saw the brilliant one with long hair.	1
Dulles suspected everyone who Angleton did.	1
John has not sung a song.	1
The richer John gets, the more geniuses John meets.	1
People selling their stocks caused the crash of 1929.	1
Tagalog is spoken in the Philippines.	1
He's too reliable a man.	1
To which city and which conference did Bill go?	1
He has been happy	1
Nora pushed through the crowd.	1
Gwen exchanged the dress for Mary.	1
Anson became happy	1
Mr Elton handed his wife into the carriage.	1
Sally made Bill laugh, and then José made.	0
The wealthy young man bought his secret fiancée that piano.	1
I want for nobody to hate me.	1
Cassandra has foretold disaster again.	1
John made Mary cook Korean food.	1
They widely believed that John was ill.	1
The money that you gave me disappeared last night.	1
John leftn't the party early.	0
Every man lifted a table.	1
Mary intended to go abroad.	1
Mary sent Bill a book,….	1
I brought John a razor with which to shave myself.	0
John was unknown to be the murderer.	0
I filled the pail with water.	1
Bill married with Kathy.	0
How he is brave!	1
My these jobs are in jeopardy.	0
I only eat fish drunk raw.	0
John is eager to examine the patient.	1
We wonder that Bill left.	0
Yuko rubbed the pizza with a garlic clove.	1
Maxwell isn't half the doctor.	0
Kim is resembled by the model in nearly every detail.	0
If you take a dry match and strike it, it lights.	1
It is important for the more you eat, the more careful to be.	0
Peter thinks that Cathy loves him.	1
The fact that no candidate was elected shows that he was inadequate.	0
I dislike his tickling myself.	0
I think that learning English is not all that easy.	1
It is Kim on whom Sandy relies on.	0
The effectiveness of teaching and learning depend on several factors.	1
Lora buttered the toast.	1
She laughed from embarrassment.	1
Who do you think that saw you?	0
Dana is longing for a sunny day.	1
The stone knocked the cup apart.	1
What this parcel is is very heavy.	1
I spared him the trouble.	1
Most of John's boat has been repainted.	1
The captain ordered the troops to proceed.	1
What I've always tended to do is to do my own stretches at home.	1
Which quonset hut does the boy work in a skyscraper and the girl in?	0
He has a car.	1
That barn has seven pine trees behind the cow.	0
The bear sniff	0
The cat trotted in the kitchen.	1
Harry collapsed.	1
Who does Phineas know a girl who is working with?	0
That ball sang a student.	1
What did Frank buy for Jane?	1
I've never known more of a man than Frank.	1
When did you get back and what did you bring me?	1
There was an error in the proof Johns presented.	1
I've never seen the one man taller than my father.	1
John sounded happy.	1
Jean was given a prize.	1
Kim beaten his dog and alienates cats.	0
The writers so believed the boy.	0
Tom ordered bacon, and Dick ordered lettuce, and I think that Harry ordered tomatoes.	1
How easy to please John is it?	0
The president declared Smith to press secretary.	0
A statue of Jefferson stood on the comer of the two boulevards.	1
They tried to all like John.	1
Fred can well imagine Joe getting fatter, the more he eats.	1
Terry touched at the cat.	0
Peter was talking with someone but I don't know who.	1
She could not have been working.	1
the barge piled high with logs.	1
This $500 bribe will cost the government $500,000 to prove that Senator Jones accepted.	1
That I believed that the sun is out is obvious.	1
You may pick any of the flowers.	1
Jeff must not have eaten the deep fried muffin.	1
The tuna was being eaten.	1
Which picture of himself does Mary think that John said that Susan likes?	1
John placed the flute.	0
No writer, nor any playwright, speaks clearly.	1
To improve myself is a goal for next year.	1
A tangerine isn't as different from an orange as I'd thought.	1
The old dog died partway.	0
None of these men wants to be president.	1
These fields were marched over by all the armies of Europe.	1
Linda winked.	1
I would prefer that he not have finished.	1
The vacuum cleaner frightens the child.	1
There stabbed an animal.	0
The children admired photos of each other.	1
Bartlett danced with Toni.	1
Harry coughed himself.	0
Every vampire slept.	1
Anne met with Cathy.	1
The election results surprised everybody.	1
What table will he put the chair between and some sofa?	0
He remained a good friend to me.	1
Our love them.	1
I want Mary to sign my yearbook.	1
John has chosen for the position.	0
Brenda and Molly met.	1
The yolk and the white separated apart.	0
I inquired that John like his beer.	0
They were wary of themselves and of each other.	1
The child wail	0
Tony bent Mary's arm.	1
Flo desperately wants, though she doesn't really expect, the Miami Dolphins to be in the play-offs.	1
Jennifer baked at the potatoes.	0
The trail we walked today was built by slave labor.	1
Leslie staffed employees in the store.	0
I can't remember the name of somebody who had any misgivings.	0
I saw the student of physics.	1
What Medea arranged was for her children to be poisoned.	1
It may rain.	1
That it was obvious that it would confuse the guards for Herschel to throw a fit is not true.	1
Harry believes that Sally is innocent, although no one else believes it.	1
John will have been eating enthusiastically cake.	0
He bought a refrigerator in which to put the beer.	1
Tony broke the window with a hammer.	1
I know a man who John is as tall as is.	0
These are similar to the bottles.	1
They play and I listen to unusual music.	1
I asked if Medea poisoned Jason.	1
Mary considered he to have loved her.	0
Brenda met.	0
How did Julie say that Jenny left?	1
The horse jumped out of the stream.	1
John made a fool of himself in front of everyone who was there.	1
What you want is a little greenhouse.	1
I don't know how to do it.	1
Julie became a fond.	0
John is more than 6 feet tall.	1
I pushed against the table.	1
John likes himself.	1
I've never seen a man taller than my mother.	1
The crane loaded the truck.	1
Columbus believed the earth to be round.	1
That anybody ever left at all is not known.	1
This building got taller and taller.	1
The scenes to which the censors took objection had to do with the mixed marriage of a woman and a giant panda.	1
Scientists found that the birds sang well in the evenings, but performed badly in the mornings.	1
Jean reads never this newspaper.	0
Matt kissed her.	1
Carol cut at the bread.	1
He book	0
The books stood on the table.	1
Angela characterized Shelly as a lifesaver.	1
The baby is heavy.	1
The dog flopped in the comer.	1
When Bill smokes, all the more does Susan hate him.	1
They can happy.	0
Many people were there playing on the beach	0
Sodium is a little too peppy for me to want to try mixing it and water in a teacup.	1
That dogs bark annoys people.	1
What do you think he is doing now?	1
That dog bites.	1
My family always summers at the seashore.	1
The lions jumped through the hoop.	1
Sarah sang a hymn.	1
I have every hope that you will defeat him.	1
I know a man who Tom drives as does.	0
There is eager to be fifty students in this class.	1
The tornadoes that tear through this county every spring is more than just a nuisance.	0
I know a man who saw Bill and liked Mary.	1
No man has ever beaten the centaur.	1
I know several people she kissed.	1
The horse kicked Penny in the shin.	1
I stalked the woods for game.	1
Carol carved the tree's branch.	1
The audience laughed.	1
Celia brushed the baby's hair.	1
Did you see Mary?	1
I separated the milk of the cream.	0
They waltzed.	1
Jason thought of defending the dragon	1
Those are the folks that you just solve this problem and you'll be able to put them on ice.	0
I showed few boys any of the books.	1
The man killed the king with the knife.	1
Bill rolled the ball down the hill.	1
There ran through the valley a rushing stream.	1
Anson left before Jenny saw himself.	0
They can't stand each other, him and her.	1
The heat soared the temperature.	0
The roof is leaking.	1
the box we put the books in is sealed.	1
I spoke to Bill about himself.	1
I am anxious that you should arrive on time.	1
The roof of the building is leaking.	1
That he won the election surprised everybody.	1
That that John showed up pleased her was obvious.	0
I funneled the bottle with the mixture.	0
The silversmith pounded the metal flat.	1
They said Tom would pay up, and pay up I'm sure everybody will tell you that his lawyers expect me to believe he did.	1
He might no could have done it	1
John runs into the house.	1
I mixed the eggs and cream together.	1
Some of the soup needs more salt.	1
Fluffy is sick, which I'm not sure you know Sarah expects me to believe Joan realizes.	1
Pilots who can fly barrel rolls say that for me to try to do it in a glider would be hazardous.	1
Mary has more friends that two.	0
They believed that everybody would pass the test.	1
The screw which I've got to try and find holds the door to the frame.	1
The chisel carved the marble.	1
Tony bent at the rod.	0
The scientist ran the rats through the maze.	1
It's extremely windy today.	1
How tall did Sheila marry a man?	0
John saw more horses than Bill saw cows or Pete talked to cats.	1
They said that Tom would pay up, and pay up he did.	1
The curtain which Fred tore in rolling up was the kind gift of my maternal Aunt Priscilla.	1
She considers John proud of his work.	1
That photograph of Jane of Lucy's	1
Jill gave the ball at Bob.	0
Drowning cats is against the law.	1
John knows.	1
Did you drink the poison?	1
He should decide soon.	1
I cycled around France.	1
The publisher sent a review copy of the book to her.	1
He washed myself.	0
John gave the books to Mary at Christmas, and the records to Sue for her birthday.	1
Nora sent the book from Paris.	1
Jean persuaded Brian to leave.	1
His offer will be taken advantage of.	1
Several people seem several people sick.	1
Wash me!	1
The book was been given by Bill by Sue.	0
I liked.	0
Insensitive is how I would describe him.	1
The clever snake disappeared into a hole in the ground.	1
Sally eats caviar more than I had expected.	1
John believes that Bill slept.	1
Car sales have surprised the stockbrokers.	1
Where did you send the bicycle? To Rome.	1
The tank filled with petrol out of the pump.	1
Robin arrived all the way at the station.	0
The problem intrigued us bothered me.	0
My heart is pounding.	1
John rolled the ball perfectly down the hill.	1
Which pictures of himself did Chris see in the gallery?	1
I forgot to return the book that I borrowed from the teacher.	1
The letter established his innocence.	1
Where did he look?	1
They came running over the hill and through the woods	1
Carrie touched the stick into the cat.	0
Stephen believed there to be a fountain in the park.	1
He'll no can do it, will he?	1
They said him to be rich.	0
I suspect that the contract which I want to peruse before filing away the deed may some loopholes.	1
Is not Bill sick?	0
John talked to a woman.	1
Gregory appears to have wanted to be loyal to the company.	1
Imogen broke the vase.	1
They kicked themselves	1
I'm sad, more than I'm angry.	1
Tony has a Fiat and yearns for a tall nurse.	1
It was then when we all went to bed.	1
This is the sort of problem which the sooner you solve the more easily you'll satisfy the folks up at corporate headquarters.	1
Mary is shorter than five feet.	1
The man standing over there's hat impressed me greatly.	1
I visited every town in every country I had to.	0
The video which I thought you recommended was really terrific.	1
They denied the claim that they should report only to us.	1
He dared not argue against his parents.	1
Martha carved the baby some wood into a toy.	0
Gilgamesh decided not to kill Ishtar	1
Michelle kept the papers in the desk.	1
It is obvious that the more you eat, the less you want.	1
I have never put the book.	1
It is easy to slay the Gorgon.	1
The fact that he was sick for days, we talked about.	1
John scratched his arm and Mary did too.	1
You and I are as alike as a horse and a cow.	1
I didn't give Jack this picture of anybody.	0
I am drinking lemonade and eating a brownie.	1
Man the ball kicked the.	0
I sent Mary money.	1
Bill seems to be obnoxious, but I don't think that Sam happens.	0
Maxwell isn't much of a doctor.	1
Kim put the book.	0
Irma washed the dishes, and Sally dried, and Floyd idled.	1
To finish this work on time is almost unexpected.	1
The crown sparkled with jewels.	1
He will put the chair between some table and some sofa.	1
Hunger fainted Sharon.	0
John believed that he is honest.	1
The more lobbyists wine and dine him, the more every senator is susceptible to corruption.	1
That's who I played with over Christmas.	1
John wants to study linguistics in near future.	1
Andy promised we would go.	1
Which room did John see the man in?	1
Ellen complained to Helen.	1
The more pictures of John that he buys the more arrogant he becomes.	0
I've never seen him eat asparagus.	1
I made to settle the matter my objective.	0
My mother baked a cake for me.	1
John heard Mary describe himself.	0
They persuaded me to leave.	1
The little boy broke the window.	1
That John is a fool is obvious.	1
John promised Bill to leave tomorrow morning.	1
Copper rods bend easily.	1
Such an eminent scholar as Dr. Lucille Hein was here.	1
The rat devoured the cat.	1
The shirts which I went to the movies and didn't pick up will cost us a lot of money.	0
John asked me to put the clothes in the cupboard, and to annoy him I stuffed them there.	1
I hit the ball.	1
He mended the shoe.	1
John was driving the car.	1
Jessica sprayed paint over the table.	1
What did you say (that) the poet had written?	1
Did Frank buy Jane the piano?	1
I cut the soft bread.	1
Harry thinks so, although no one else thinks Sally is innocent.	0
When you book something such as a hotel room, you arrange to have it.	1
Smith was scribbling his notes.	1
The gentleman who saved Marianne was Willoughby.	1
The doctor brought to the passengers who had passed cut from the fumes.	0
John talked to any woman at the party.	1
Kim lives in the house Lee sold it to her.	0
Some people like bagels, but others cream cheese.	1
Joseph has forgotten how many matches he has won.	1
Seen from this perspective, there is no easy solution.	1
The boy thought she was happy.	1
The children were undisciplined.	1
Jack sprayed the wall with paint.	1
She always wore purple dresses.	1
Nathan caused Benjamin to see himself in the mirror.	1
Bill sang Sue to sleep.	1
The water melted to ice.	1
She's enough tall.	0
Megan loves Jason.	0
Louis said that parts of speech intrigued her.	1
The more we study verbs, the crazier they get.	1
So much of a scholar is here.	0
I wonder on which shelf John will put the book?	1
Jack is the person whom Jenny fell in love with.	1
it seems that John left.	1
Ron captured quickly a phoenix	0
Linda winked at the audience.	1
Aphrodite may quickly free the animals.	1
Whether this is feasible hasn't yet been determined.	1
All Mr Collins has done is have praised Lady de Bourg.	0
The box contains the ball.	1
Paula spanked her right hand into the naughty child.	0
Bill left when it is certain that no one else was awake.	1
The more people you say will buy tickets, the happier I'll be.	1
The cat devoured the rat.	1
When in came Aunt Norris, Fanny stopped talking.	0
A large flag fluttered.	1
We wanted to eat cake	1
The crew has both agreed to change sponsor.	0
I made the settlement of the matter my objective.	1
Paula hit the stick on the fence.	1
Fred saw a spaceship in the linguistics lounge?	1
Emma gave bad advice to Harriet.	1
That Captain Wentworth married Anne astonished her father.	1
If I were a rich man, I'd buy a diamond ring.	1
Willy is taller than Bill by as much as I watch all the games and I know Billy is taller than Dan.	0
The man who Mary loves and Sally hates George computed my tax.	0
Kim depends at Sandy.	0
The heat melted the ice cream.	1
which books about cooking does Henri want to buy?	1
The parcel reached John.	1
Nora pushed against the chair.	1
Smith envied Jones his good fortune.	1
The train reached the station fully.	1
Your desk before, this girl in the red coat will put a picture of Bill on your desk before tomorrow.	0
The jewel sparkled.	1
I want to can do it	1
Clearly, John immediately will probably learn French perfectly.	0
That piano was bought for his secret fiancée by the wealthy young man.	1
I remember John being discussed, but you recall Sally being.	0
John expect to must leave.	0
A mile to work was run by him.	0
the book of poems with a red cover and with a blue spine takes a very long time to read.	1
Few writers meet any playwrights in Vienna.	1
David wrote that you said that Anson thought that Julie had fainted	1
Faith was had in all kinds of people.	0
She speaks enough clearly.	0
John heard that I criticized myself.	1
Bill is likely John to hit.	0
I considered Fred after the party crazy.	0
Catherine feared that the Abbey was haunted.	1
Any zebras can't fly.	0
Aphrodite does free animals	1
Tamara poured water into the bowl.	1
That dog is so ferocious, it even tried to bite himself.	0
Do you think that he ever went there alone?	1
Who do you think that you saw?	1
Most guests will be offended if we don't invite some philosopher.	1
John bought a lot of books for his sons.	1
He waltzed her across the floor.	1
I would prefer that he have not finished.	0
You is the only person that I can rely on.	1
John was seeing his children.	1
My uncle visited today.	1
Frank gave a piano to Jane Fairfax.	1
To him presented itself a wonderful opportunity.	0
John asked if the unflattering description of his work would be published in the paper.	1
The horizon was appeared on by a pirate ship.	0
We will invite volunteers on whom to work.	1
John will have enthusiastically been eating cake.	1
The box contains many tools.	1
Stories about him seem to show up more on the evening news, the more that John gets upset by them.	1
Gillian has made pasta and David is too.	0
My niece could more faithfully write me letters.	1
What she thought that was the poison was neutralised	0
Carol cut the bread.	1
I ate a mango and Gillian did too.	1
Doug removed the scratches from the tabletop.	1
The door has a fresh coat of paint.	1
John is prouder of having gone than I expected you to believe he would be of not having fallen asleep.	1
Carla slid the books across the table.	1
The horse galloped	1
Tom offered advice to his students in his office.	1
I brought a razor to shave myself with.	0
Kim was a banker.	1
John convinced Bill for Mary to sleep.	0
One of the story has appeared in your newspaper.	0
So that he could escape, Jason became invisible	1
She spruced up before the job interview.	1
The maple changed into an oak from a cedar.	1
Anson's hen nibbled his ear.	1
I haven't seen this sentence before.	1
Every student, who wears socks, is a swinger.	0
There run many people.	0
Patrick is likely to leave.	1
Tamara poured water over the flowers.	1
John said Heidi to eat the broccoli.	0
The student was hoping for a tool.	1
Not until I was perhaps twenty-five was when I read them and enjoyed them.	0
He turned off the light.	1
Nathan received the cloak from Benjamin	1
John perfectly learned French.	0
John drink beer last night.	1
John seemed a fool.	1
John wants to congratulate himself.	1
Did that John showed up please you?	0
John may drink water, and Bill drink beer.	1
Benjamin gave Lee the cloak and Nathan the chalice.	1
Mary noticed that John excessively appreciates himself.	1
I'm sadder than angry.	0
Though he may seem intelligent, he does not seem deep.	1
Which poet wrote which ode?	1
Sir Walter Elliott imagined that he was still handsome.	1
There tried to be intelligent.	0
The officer carefully inspected the license.	1
That Jason had arrived was obvious infuriated Medea.	0
Susan rode a bright blue train from New York.	1
Gilgamesh flew not the broomstick.	0
To which man did you talk?	1
If students study hard, teachers will be happy.	1
Baseballs toss easily.	0
John learned French immediately perfectly.	0
Hei is easy to please i.	1
We caught them eaten the bananas.	0
The more people everyone who likes pays attention to, the happier we all are.	0
The pillow remained stuffed with feathers.	1
Catherine did not eat.	1
Oliver fined ten pounds to the prisoner.	0
One of the Jewish children is a spunky girl, who gave a black eye to the kid with the German roots before the start of the war.	1
John is not a more reliable fellow than Bill.	1
Carol carved the marble.	1
Reading Shakespeare satisfied me	1
She disappeared when the main party arrived.	1
I rolled up a newspaper, and Lynn did a magazine?	1
Pat is either stupid or a liar.	1
It was not until I was perhaps twenty-five or thirty that I read them and enjoyed them.	1
There sings a man loudly.	0
The squirrel ran straight quickly.	0
The table is longer than the door is wide.	1
Girl in the red coat, this girl in the red coat will put a picture of Bill on your desk before tomorrow.	0
On that meeting I'd like to sit in.	0
Water emptied the cup.	0
Surprised me that you came early.	0
John is ready for you to inspect bunk.	0
Americans have paying income tax ever since 1913.	0
The girl who the by works in a skyscraper and in a quonset but has a dimple on her nose.	0
Tom seems eager for her brother to catch a cold.	1
The boy whose guardian's employee we elected president betrayed us.	1
Paula swatted Deirdre on the back.	1
John intimately spoke to Mary.	0
Bartlett and Toni danced.	1
Don't be silly!	1
Sasha lingered over lunch.	1
Aphrodite stinks to be omnipotent.	0
Only Churchill remembered giving the Blood, Sweat and Tears speech.	1
That Plato loved Aster seemed to be known by everyone.	1
That the principal would fire some teacher was expected by the reporters.	1
This arch is supporting the weight of the tower.	1
What is John eager to do?	1
The package weighed 10 lb.	1
I am confident of, and my boss depends on, a successful outing at the track.	1
Leigh threw Lane the ball.	1
Only Churchill remembered himself giving the Blood, Sweat and.	1
Bill squeezed the puppet through the hole.	1
Martha said John sang the aria from La Bohème.	1
Which girl ate the cake?	1
the rice was cooked by Bill.	1
The electrode was struck by ions.	1
The monkey seems despondent.	1
I am delighted at the idea they might demolish the Appleton Tower.	1
Don't you even touch that!	1
the boy likes herself.	0
I began the meeting at 4 P.M.	1
She made such a better reply.	0
Any cat doesn't like mice.	1
Mary noticed John's excessive appreciation of himself.	1
A hefty sum of money came to him from his grandfather.	1
John saw Mary.	1
What a kind of actor is he?	0
Mary confidently answered any objections.	1
Cora coiled at the rope around the post.	0
All who come will have a good time.	1
The baby dressed.	1
The garden is swarming with bees.	1
He'll no can do it, can he?	1
Rory ate muffins.	1
John sang a song, Mary played the piano.	1
John goes to school.	1
He had hardly collected the papers on his desk, hadn't he?	0
Which textbook did the teacher use in the class last summer?	1
John can go to the market on his bike on a truck.	1
There are seven holes in the door and window.	1
Ellen talked Helen.	0
I want to should eat plums.	0
Whose poem about Achilles did Homer persuade Jason that he should read?	1
Where did the policeman meet several young students?	1
Susan hopes her to sleep.	0
Aunt Hattie wants you to be nice and kiss your granny.	1
Martha carved the baby a toy.	1
You or Kerry have perjured yourselves.	1
Sylvia will be slapping Jeff upside the head in martial arts class.	1
Who do you think that has given the tickets to Bill?	0
I dislike it for him to tickle myself.	0
Jennifer baked Idaho potatoes.	1
Could they have left?	1
Medea saw who?	1
He is a fool.	1
I put the book to Sally.	0
The farmers raged a fire over the fields.	0
John believes Bill to have slept.	1
The cat that the dog that the rat bit chased died.	0
When I read them and enjoyed them was not until I was perhaps twenty-five.	0
I am anxious for you should study English grammar hard.	0
Who do you think Hobbs imagined Mary said Tom saw?	1
I separated the yolk and the white.	1
I hunted for game in the woods.	0
That meeting I'd like to sit in on.	1
John talked to his supervisor about his thesis, and Erich to the dean about department politics.	1
The boys and the girls seems happy.	0
Mary claimed that eating cabbage, Holly's not.	1
Read Fred's story, I also want to.	1
Mike talked to about politics yesterday my friends.	0
Wren built St Paul's Cathedral.	1
The TA who graded him says that John did really well.	1
the my dog is a terrier.	0
Lydia pocketed the change.	1
On the comer of the two boulevards stood a statue of Jefferson.	1
Raffi slept well, and Gillian will too	1
What they saw is Bill leave.	0
Hilda is such a scholar.	1
Lady de Bourg tried to persuade Elizabeth to renounce Mr D'Arcy.	1
I wonder who could solve the problem in this way.	1
Who saw the man?	1
I've been at work for six hours.	1
There are many fish in the sea.	1
This scratch will cost Kim $500 to fix.	1
Free enterprise is compatible with American values and traditions.	1
The proposal did be endorsed by Clinton.	0
I have always loved peanut butter.	1
The vase got broken that Sheila had brought all the way from.	1
Many are called; few are chosen.	1
I shipped the bicycle from my house at the beach to my house in the mountains.	1
She was sent a review copy of the book by the publisher.	1
I funneled the mixture from Edna to Rina.	0
The king banished the general from the army.	1
They said that Tom wouldn't pay up, but pay up he did go to the bank and he did.	1
We contributed our paycheck to her.	1
He has books by several Greek authors.	1
Joe is taller than Mary is.	1
The farmer loaded apples into the cart.	1
Who had Poseidon run away, because the executioner murdered?	0
even the student left.	1
Smith loaned, and his widow later donated, a valuable collection of manuscripts to the library.	1
While Bob read Fred, he didn't Dickens.	1
One more pseudo generalization or I'm giving up.	1
They want to leave the meeting.	1
Peter will decide which book we should review.	1
John told us that he wants to quit school.	1
Most of the children are here.	1
Her has kissed her.	0
The more contented we pretended to be better fed and, the more angry we grew at the doctors.	0
The foxes seem compatible for the chickens.	0
John placed him busy.	0
I sent a book to Louis.	1
Euclid was interested in Plato's description of geometry.	1
He's fool.	0
Heather cabled Sara about the situation.	1
Confiscate any of this liquor.	0
John can have danced.	1
The policeman kissed the puppy.	1
Dana doubts that Drew believes I think Rosie loves magazine ads.	1
No photo of Max and sketch by his students appeared in the magazine.	1
The only travelers who anybody has ever robbed don't carry machetes.	1
Stacy danced at the palace.	1
The scene of the movie was in Chicago.	1
Teresa bottle fed soy milk.	0
They caused him to become president by making him.	0
I believed that Otto was wearing this hat.	1
Emma and Harriet were attacked by those bandits.	1
John is very fond of Mary.	1
It's quarter past four.	1
I demand that the more John eats, the more he pays.	1
We reminded him of the agreement.	1
Anne astonished her father.	1
Mary got heard to insult her parents.	0
The rabbit vanished into thin air.	1
The man who I gave John this picture of was bald.	0
One of major factors affecting the value of diamonds was their weight.	1
To find a new mate, go to a dating service.	1
Susan wanted to sleep.	1
There was an attack yesterday.	1
The son took care of his parents.	1
Marianne left not.	0
The weather is lovely today.	1
His expectations are always lower than mine.	1
Paula spanked the naughty child's back.	1
The train got to the station fully.	1
That he ever went there alone is odd.	1
The bandits murdered innocent victims.	1
Sandy must, too.	1
Genie intoned the prayer	1
I went to the store and bought some whisky.	1
